building id,building name,user defined building id,ubid,building type,year built (year),height (m),number of stories,total floor area (m2),baseline annual site energy use intensity (kWh/m2),baseline annual source energy use intensity (kWh/m2),baseline annual operational GHG emission intensity (kg/m2),baseline peak electricity load intensity(W/m2),baseline annual electricity use intensity (kWh/m2),baseline annual natural gas use intensity (kWh/m2),baseline annual electricity for heating (kWh/m2),baseline annual electricity for cooling (kWh/m2),baseline annual electricity for interior lighting (kWh/m2),baseline annual electricity for exterior lighting (kWh/m2),baseline annual electricity for interior equipment (kWh/m2),baseline annual electricity for exterior equipment (kWh/m2),baseline annual electricity for fans (kWh/m2),baseline annual electricity for pumps (kWh/m2),baseline annual electricity for water systems (kWh/m2),baseline annual electricity for refrigeration (kWh/m2),baseline annual natural gas for heating (kWh/m2),baseline annual natural gas for water systems (kWh/m2),baseline annual water for water systems (m3/m2),baseline average monthly peak electricity (kW),baseline cooling capacity (kW),baseline heating capacity (kW),simulation time (s),retrofit package id,retrofit package name,retrofit package ECM IDs,retrofit annual electricity for heating (kWh/m2),retrofit annual electricity for cooling (kWh/m2),retrofit annual electricity for interior lighting (kWh/m2),retrofit annual electricity for exterior lighting (kWh/m2),retrofit annual electricity for interior equipment (kWh/m2),retrofit annual electricity for exterior equipment (kWh/m2),retrofit annual electricity for fans (kWh/m2),retrofit annual electricity for pumps (kWh/m2),retrofit annual electricity for water systems (kWh/m2),retrofit annual electricity for refrigeration (kWh/m2),retrofit annual natural gas for heating (kWh/m2),retrofit annual natural gas for water systems (kWh/m2),retrofit annual water for water systems (m3/m2),retrofit average monthly peak electricity (kW),retrofit cooling capacity (kW),retrofit heating capacity (kW),annual site energy use intensity saving (kWh/m2),annual source energy use intensity saving (kWh/m2),annual operational GHG emission intensity reduction (kg/m2),peak electricity load intensity reduction (W/m2),annual electricity use intensity saving (kWh/m2),annual natural gas use intensity saving (kWh/m2),annual electricity cost saving ($),annual natural gas cost saving ($),annual energy cost saving ($),investment cost ($),incentive amount (%),payback year (year),embodied GHG emission (kg),life cycle GHG emission (kg),Applicable ECM ID 1,Applicable ECM name 1,Applicable ECM ID 2,Applicable ECM name 2,Applicable ECM ID 3,Applicable ECM name 3,Applicable ECM ID 4,Applicable ECM name 4,Applicable ECM ID 5,Applicable ECM name 5,Applicable ECM ID 6,Applicable ECM name 6,Applicable ECM ID 7,Applicable ECM name 7,Applicable ECM ID 8,Applicable ECM name 8,Applicable ECM ID 9,Applicable ECM name 9,Applicable ECM ID 10,Applicable ECM name 10,Applicable ECM ID 11,Applicable ECM name 11,Applicable ECM ID 12,Applicable ECM name 12,Applicable ECM ID 13,Applicable ECM name 13,Applicable ECM ID 14,Applicable ECM name 14,Applicable ECM ID 15,Applicable ECM name 15,Applicable ECM ID 16,Applicable ECM name 16,Applicable ECM ID 17,Applicable ECM name 17,Applicable ECM ID 18,Applicable ECM name 18,Applicable ECM ID 19,Applicable ECM name 19,Applicable ECM ID 20,Applicable ECM name 20\
7622930,,,4.37283E+11,Large Office,1972,14.32,5,29027.3365,203.9704,633.0886,38.86046143,54.7039,200.44,3.5304,0,31.2214,67.0427,5.79647,68.5028,11.4136,5.91523,9.38915,0,0,1.01444,2.516,0.0693619,1478.38,2407.03,568.107,92.04,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622930,,,4.37283E+11,Large Office,1972,14.32,5,29027.3365,203.9704,633.0886,38.86046143,54.7039,200.44,3.5304,0,31.2214,67.0427,5.79647,68.5028,11.4136,5.91523,9.38915,0,0,1.01444,2.516,0.0693619,1478.38,2407.03,568.107,92.04,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,19.1272,20.8868,5.79647,68.5028,11.4136,2.32448,9.27428,0,0,0.143247,2.11145,0.0693619,943.453,2407.03,568.107,63.5763,196.9631,12.11089836,20.3284,62.3005,1.2757,295079.55,1158.69,296238.23,367582.07,0,1.24,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622931,,,4.45599E+11,Large Office,1980,57.97,11,113095.6728,202.9232,615.4327,38.59561023,53.9369,192.5184,10.4048,0,36.7208,55.0383,5.79647,65.3296,11.4136,6.32147,10.407,0,0,8.03134,2.37344,0.0693617,5607.27,10631.7,2700.36,224.4,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622931,,,4.45599E+11,Large Office,1980,57.97,11,113095.6728,202.9232,615.4327,38.59561023,53.9369,192.5184,10.4048,0,36.7208,55.0383,5.79647,65.3296,11.4136,6.32147,10.407,0,0,8.03134,2.37344,0.0693617,5607.27,10631.7,2700.36,224.4,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.5682,20.9959,5.79647,65.3296,11.4136,2.65122,10.3969,0,0,0.442094,1.98748,0.0693617,3889.97,10631.7,2700.36,60.2624,172.5557,11.41545417,15.5695,52.2872,7.9752,964898.32,28221.79,993120.11,1261050.53,0,1.27,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622946,,,4.8491E+11,Medium Retail,1989,6.27,2,2047.7512,248.6365,717.1189,47.12251256,64.9911,218.206,30.4304,0,37.348,92.3203,18.8763,37.5446,0,32.0971,0.019685,0,0,19.574,10.8565,0.290778,124.531,297.911,154.93,33.97,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622946,,,4.8491E+11,Medium Retail,1989,6.27,2,2047.7512,248.6365,717.1189,47.12251256,64.9911,218.206,30.4304,0,37.348,92.3203,18.8763,37.5446,0,32.0971,0.019685,0,0,19.574,10.8565,0.290778,124.531,297.911,154.93,33.97,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.4519,23.1655,18.8763,37.5446,0,8.4621,0.0420608,0,0,31.435,9.46096,0.290778,72.7663,297.911,154.93,97.1981,327.0749,18.63338648,24.1341,107.6636,-10.4655,35973.81,-670.55,35303.25,39005.83,0,1.1,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622949,,,4.84439E+11,Large Office,1974,53.45,12,169189.2648,214.9565,660.3695,40.92261765,57.6237,207.9738,6.9827,0,36.5857,67.0427,5.79514,68.5028,11.4136,6.69754,10.4563,0,0,4.6649,2.31781,0.0693617,9038.17,15989,3682.65,259.47,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622949,,,4.84439E+11,Large Office,1974,53.45,12,169189.2648,214.9565,660.3695,40.92261765,57.6237,207.9738,6.9827,0,36.5857,67.0427,5.79514,68.5028,11.4136,6.69754,10.4563,0,0,4.6649,2.31781,0.0693617,9038.17,15989,3682.65,259.47,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,21.5954,21.3316,5.79514,68.5028,11.4136,2.68311,10.5274,0,0,0.283958,1.9427,0.0693617,5959.69,15989,3682.65,69.8739,209.4638,13.27875653,16.7158,65.1178,4.756,1797682.41,25177.65,1822860.06,1813962.86,0,1,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622932,,,4.82893E+11,Large Office,1980,89.63,19,61142.8474,216.1878,645.7574,41.0735724,58.5184,200.3638,15.824,0,41.9005,55.0383,5.79514,65.3296,11.4136,6.88465,12.3443,0,0,13.4808,2.34324,0.0693618,3211.6,6872.2,1861.89,413.03,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622932,,,4.82893E+11,Large Office,1980,89.63,19,61142.8474,216.1878,645.7574,41.0735724,58.5184,200.3638,15.824,0,41.9005,55.0383,5.79514,65.3296,11.4136,6.88465,12.3443,0,0,13.4808,2.34324,0.0693618,3211.6,6872.2,1861.89,413.03,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,24.6879,19.0485,5.79514,65.3296,11.4136,2.84346,12.2808,0,0,0.939926,1.96129,0.0693618,2191.64,6872.2,1861.89,70.7452,195.1313,13.36747874,16.3885,57.8224,12.9228,576875.76,24722.82,601598.58,840089.5,0,1.4,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622933,,,4.36079E+11,Large Office,1971,93.25,19,46586.575,235.6921,706.0288,44.78833842,64.154,219.4029,16.2892,0,44.446,67.0427,5.79514,68.5028,11.4136,7.46006,12.9714,0,0,13.9295,2.35971,0.0693618,2702.07,5505.11,1573.83,428.21,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622933,,,4.36079E+11,Large Office,1971,93.25,19,46586.575,235.6921,706.0288,44.78833842,64.154,219.4029,16.2892,0,44.446,67.0427,5.79514,68.5028,11.4136,7.46006,12.9714,0,0,13.9295,2.35971,0.0693618,2702.07,5505.11,1573.83,428.21,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,25.642,18.4749,5.79514,68.5028,11.4136,2.89359,12.8733,0,0,1.14973,1.97868,0.0693618,1705.25,5505.11,1573.83,85.7921,241.8811,16.23439433,21.9919,72.6313,13.1608,552108.93,19184.05,571292.98,690361.01,0,1.21,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622934,,,4.28306E+11,Multi Family House,1998,15.57,5,35658.6575,63.3468,166.0972,11.93036954,16.4796,47.6474,15.6994,0,4.52493,8.60768,1.7186,31.6047,0,0.859986,0.331561,0,0,0.525094,3.33967,0.799375,442.523,623.16,150.131,1987.29,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622934,,,4.28306E+11,Multi Family House,1998,15.57,5,35658.6575,63.3468,166.0972,11.93036954,16.4796,47.6474,15.6994,0,4.52493,8.60768,1.7186,31.6047,0,0.859986,0.331561,0,0,0.525094,3.33967,0.799375,442.523,623.16,150.131,1987.29,931,ECM Package 1,17;18;49,0.553665,4.87851,8.60768,1.7186,31.6047,0,8.77404,0.331561,0,0,0,2.8818,0.799375,471.699,760.077,1680.67,-7.8383,-26.6668,-1.503968363,-1.3147,-8.8213,0.983,-51326.04,1096.73,-50229.3,824263.74,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622935,,,4.43989E+11,Large Office,1972,11.99,4,21789.2676,205.7608,638.1192,39.19920244,54.9733,201.9475,3.8133,0,32.7318,67.0427,5.79647,68.5028,11.4136,6.08412,9.02282,0,0,1.35086,2.46242,0.0693617,1127.3,1779.57,453.059,79.19,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622935,,,4.43989E+11,Large Office,1972,11.99,4,21789.2676,205.7608,638.1192,39.19920244,54.9733,201.9475,3.8133,0,32.7318,67.0427,5.79647,68.5028,11.4136,6.08412,9.02282,0,0,1.35086,2.46242,0.0693617,1127.3,1779.57,453.059,79.19,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.5974,20.5217,5.79647,68.5028,11.4136,2.3512,8.98465,0,0,0.271495,2.07311,0.0693617,716.595,1779.57,453.059,64.2748,198.7533,12.24225802,18.8404,62.8061,1.4687,223298.01,1001.31,224299.32,290933.51,0,1.3,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622937,,,4.8379E+11,Large Office,1974,262.79,61,110196.988,242.6755,722.059,46.09318077,67.1318,223.5645,19.111,0,47.3368,67.0427,5.79514,68.5028,11.4136,7.54947,14.0621,0,0,16.7832,2.32782,0.0693618,6536.41,14118.6,4047.02,1876.14,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622937,,,4.8379E+11,Large Office,1974,262.79,61,110196.988,242.6755,722.059,46.09318077,67.1318,223.5645,19.111,0,47.3368,67.0427,5.79514,68.5028,11.4136,7.54947,14.0621,0,0,16.7832,2.32782,0.0693618,6536.41,14118.6,4047.02,1876.14,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,27.0915,17.3823,5.79514,68.5028,11.4136,2.96615,13.9141,0,0,1.50083,1.95003,0.0693618,4088.76,14118.6,4047.02,90.9288,252.7867,17.19019918,24.74,75.2687,15.6601,1353393.9,53995.94,1407389.84,1788298.06,0,1.27,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622936,,,4.54386E+11,Multi Family House,1986,21.32,7,48751.9599,70.5717,189.1432,13.30969137,17.6776,55.0445,15.5272,0,8.30984,11.4741,2.0048,31.5382,0,1.3857,0.331838,0,0,1.07857,2.60495,0.800042,708.915,860.71,204.181,2376.38,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622936,,,4.54386E+11,Multi Family House,1986,21.32,7,48751.9599,70.5717,189.1432,13.30969137,17.6776,55.0445,15.5272,0,8.30984,11.4741,2.0048,31.5382,0,1.3857,0.331838,0,0,1.07857,2.60495,0.800042,708.915,860.71,204.181,2376.38,931,ECM Package 1,17;18;49,0.478191,8.9216,11.4741,2.0048,31.5382,0,8.60306,0.331838,0,0,0,2.10845,0.800042,757.199,1040.89,2374.56,-6.7323,-24.4312,-1.298673529,-1.5139,-8.3073,1.5751,-66083.51,2402.63,-63680.88,1107740.99,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622941,,,4.83947E+11,Large Office,1980,77.76,16,40370.2304,222.6085,659.8236,42.27023354,60.8841,203.8683,18.7403,0,44.2194,55.0383,5.79514,65.3296,11.4136,7.23626,13.0942,0,0,16.3723,2.36794,0.0693618,2171.44,4813.77,1350.49,348.93,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622941,,,4.83947E+11,Large Office,1980,77.76,16,40370.2304,222.6085,659.8236,42.27023354,60.8841,203.8683,18.7403,0,44.2194,55.0383,5.79514,65.3296,11.4136,7.23626,13.0942,0,0,16.3723,2.36794,0.0693618,2171.44,4813.77,1350.49,348.93,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,26.0653,18.5808,5.79514,65.3296,11.4136,2.98487,12.9881,0,0,1.2268,1.98709,0.0693618,1473.11,4813.77,1350.49,75.0372,203.1669,14.16121588,17.8973,59.5109,15.5264,392010.75,19612.24,411622.98,596587.06,0,1.45,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622939,,,4.57639E+11,Large Office,1972,49.36,11,29223.2336,230.0569,694.4077,43.74131662,62.2606,216.6736,13.3833,0,42.5619,67.0427,5.79514,68.5028,11.4136,7.33674,12.3161,0,0,10.9932,2.39013,0.0693616,1671.77,3279.53,902.714,212.45,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622939,,,4.57639E+11,Large Office,1972,49.36,11,29223.2336,230.0569,694.4077,43.74131662,62.2606,216.6736,13.3833,0,42.5619,67.0427,5.79514,68.5028,11.4136,7.33674,12.3161,0,0,10.9932,2.39013,0.0693616,1671.77,3279.53,902.714,212.45,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,24.8557,18.8326,5.79514,68.5028,11.4136,2.86698,12.2363,0,0,0.841615,2.00894,0.0693616,1063.33,3279.53,902.714,81.5578,234.0781,15.45190622,19.4118,71.0251,10.5328,338672.74,9630.89,348303.63,428193.57,0,1.23,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622940,,,4.35483E+11,Large Office,1971,118.32,26,171003.0634,222.0452,676.9639,42.24859729,61.6381,212.3524,9.6927,0,39.6886,67.0427,5.79514,68.5028,11.4136,6.88674,11.4298,0,0,7.37576,2.31698,0.0693617,9459.97,17754.1,4369.76,647.4,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622940,,,4.35483E+11,Large Office,1971,118.32,26,171003.0634,222.0452,676.9639,42.24859729,61.6381,212.3524,9.6927,0,39.6886,67.0427,5.79514,68.5028,11.4136,6.88674,11.4298,0,0,7.37576,2.31698,0.0693617,9459.97,17754.1,4369.76,647.4,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.9623,20.2487,5.79514,68.5028,11.4136,2.70886,11.4418,0,0,0.436733,1.94301,0.0693617,6123.91,17754.1,4369.76,75.5257,221.8665,14.33221931,20.176,68.2127,7.313,1903309,39128.73,1942437.74,2001911.72,0,1.03,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622943,,,4.32322E+11,Large Office,1971,8.32,2,11288.7174,206.1984,631.6686,39.2471469,54.2196,198.6413,7.5571,0,30.3857,67.0427,5.79647,68.5028,11.4136,4.9214,9.47247,0,0,4.91526,2.64183,0.0693622,559.529,947.193,275.162,46.74,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622943,,,4.32322E+11,Large Office,1971,8.32,2,11288.7174,206.1984,631.6686,39.2471469,54.2196,198.6413,7.5571,0,30.3857,67.0427,5.79647,68.5028,11.4136,4.9214,9.47247,0,0,4.91526,2.64183,0.0693622,559.529,947.193,275.162,46.74,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,19.9545,21.6806,5.79647,68.5028,11.4136,2.12641,9.37114,0,0,0.558677,2.2218,0.0693622,361.109,947.193,275.162,63.7595,190.2217,12.112622,20.1954,58.9829,4.7766,108645.32,1687.18,110332.5,163032.59,0,1.48,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622944,,,4.43469E+11,Large Office,1979,56.59,11,17528.0908,234.285,681.0778,44.42687255,57.2412,208.1715,26.1135,0,46.8203,55.0383,5.79647,65.3296,11.4136,7.18038,14.9422,0,0,23.5431,2.57043,0.0693618,940.106,2330.83,697.898,194.07,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622944,,,4.43469E+11,Large Office,1979,56.59,11,17528.0908,234.285,681.0778,44.42687255,57.2412,208.1715,26.1135,0,46.8203,55.0383,5.79647,65.3296,11.4136,7.18038,14.9422,0,0,23.5431,2.57043,0.0693618,940.106,2330.83,697.898,194.07,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,28.0669,17.3955,5.79647,65.3296,11.4136,3.00699,14.747,0,0,1.64057,2.15995,0.0693618,634.106,2330.83,697.898,83.5776,215.7994,15.72533027,18.2687,61.2646,22.313,175220.3,12237.39,187457.69,305709.51,0,1.63,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622942,,,4.37641E+11,Medium Office,1985,7.85,2,7183.326,128.0868,391.203,24.37429368,42.3927,122.8286,5.2582,0,15.6982,39.5644,15.6284,39.977,0,11.9194,0.0412553,0,0,2.56595,2.69227,0.069362,277.748,632.482,202.563,42.38,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622942,,,4.37641E+11,Medium Office,1985,7.85,2,7183.326,128.0868,391.203,24.37429368,42.3927,122.8286,5.2582,0,15.6982,39.5644,15.6284,39.977,0,11.9194,0.0412553,0,0,2.56595,2.69227,0.069362,277.748,632.482,202.563,42.38,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,9.61614,14.1788,15.6284,39.977,0,4.53859,0.0393216,0,0,0.332232,2.35507,0.069362,204.837,632.482,202.563,41.4213,124.6897,7.874004887,11.8349,38.8504,2.5709,45536.68,577.84,46114.52,122556.57,0,2.66,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622945,,,4.36324E+11,Large Office,1974,174.43,39,101128.8837,237.3435,710.1483,45.09836719,64.4644,220.5443,16.7992,0,45.2403,67.0427,5.79514,68.5028,11.4136,7.49205,13.2605,0,0,14.4668,2.33237,0.0693618,5910.51,12204.8,3370.94,1175.53,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622945,,,4.36324E+11,Large Office,1974,174.43,39,101128.8837,237.3435,710.1483,45.09836719,64.4644,220.5443,16.7992,0,45.2403,67.0427,5.79514,68.5028,11.4136,7.49205,13.2605,0,0,14.4668,2.33237,0.0693618,5910.51,12204.8,3370.94,1175.53,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,25.9629,18.3268,5.79514,68.5028,11.4136,2.92783,13.1523,0,0,1.1321,1.95423,0.0693618,3742.27,12204.8,3370.94,86.9841,244.4703,16.456472,20.837,73.2713,13.7128,1209063.84,43390.91,1252454.76,1469637.88,0,1.17,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622947,,,4.83673E+11,Large Office,1972,17.88,6,11074.6368,213.9797,659.7712,40.74753191,58.21,208.1782,5.8014,0,37.0705,67.0427,5.79514,68.5028,11.4136,6.09554,10.7774,0,0,3.28194,2.51948,0.0693621,596.804,1089.17,280.628,110.22,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
